lead_id,created_at,purpose,project_id,project_name,unit_id,unit_type,bedrooms_min,area_sqft,budget_min,budget_max,currency,location,timeline,name,phone,email,contact_status,lead_score,lead_grade,lead_summary,sales_handoff_message,source_url,source_document,unknown_fields
L-0001,2026-06-25T08:00:00.000Z,buy,ccb8dd4b_0ad1_e811_a2b8_00155d119707,Ajman Corniche Residences,ccb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,236000,236000,AED,Ajman / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Ajman Corniche Residences; Unit: Commercial; Budget: 236000-236000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0001: buy inquiry for Ajman Corniche Residences. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0229,2026-05-27T20:00:00.000Z,buy,22b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf 3,22b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,31680,31680,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Jurf 3; Unit: Commercial; Budget: 31680-31680 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0229: buy inquiry for Al Jurf 3. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%203&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%203&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0230,2026-05-27T17:00:00.000Z,rent,2ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Complex,2ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,14000,14000,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Al Jurf Complex; Unit: Commercial; Budget: 14000-14000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0230: rent inquiry for Al Jurf Complex. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Complex&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Complex&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0231,2026-05-27T14:00:00.000Z,invest,20b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Residential Villas,20b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,113400,113400,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,65,warm,Purpose: invest; Project: Al Jurf Residential Villas; Unit: Villa; Budget: 113400-113400 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0231: invest inquiry for Al Jurf Residential Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Residential%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Residential%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0232,2026-05-27T11:00:00.000Z,commercial,1cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas,1cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,75000,75000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,50,warm,Purpose: commercial; Project: Al Jurf Villas; Unit: Villa; Budget: 75000-75000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0232: commercial inquiry for Al Jurf Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0233,2026-05-27T08:00:00.000Z,buy,1eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas 2,1eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,80000,80000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,50,warm,Purpose: buy; Project: Al Jurf Villas 2; Unit: Villa; Budget: 80000-80000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0233: buy inquiry for Al Jurf Villas 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0234,2026-05-27T05:00:00.000Z,rent,8aed16b5_4982_ec11_a2bf_00155d119927,Al Karama,8aed16b5_4982_ec11_a2bf_00155d119927_inventory,Commercial,0,unknown,15000,15000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Karama; Unit: Commercial; Budget: 15000-15000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0234: rent inquiry for Al Karama. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0235,2026-05-27T02:00:00.000Z,invest,44b8dd4b_0ad1_e811_a2b8_00155d119707,Al Khor Villas & Shops,44b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,48000,48000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Khor Villas & Shops; Unit: Villa; Budget: 48000-48000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0235: invest inquiry for Al Khor Villas & Shops. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0236,2026-05-26T23:00:00.000Z,commercial,9cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Madina Tower,9cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,27000,27000,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Al Madina Tower; Unit: Commercial; Budget: 27000-27000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0236: commercial inquiry for Al Madina Tower. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0237,2026-05-26T20:00:00.000Z,buy,7cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Buildings,7cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,10000,10000,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Manama Buildings; Unit: Commercial; Budget: 10000-10000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0237: buy inquiry for Al Manama Buildings. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Buildings&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Buildings&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0238,2026-05-26T17:00:00.000Z,rent,48b8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Old Clinic,48b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Healthcare,1,unknown,14400,14400,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Manama Old Clinic; Unit: Healthcare; Budget: 14400-14400 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0238: rent inquiry for Al Manama Old Clinic. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Old%20Clinic&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Old%20Clinic&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0239,2026-05-26T14:00:00.000Z,invest,0ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Manara,0ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,16800,16800,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Al Manara; Unit: Commercial; Budget: 16800-16800 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0239: invest inquiry for Al Manara. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manara&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manara&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0240,2026-05-26T11:00:00.000Z,commercial,12b8dd4b_0ad1_e811_a2b8_00155d119707,Al Monaliza,12b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,13200,13200,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Monaliza; Unit: Commercial; Budget: 13200-13200 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0240: commercial inquiry for Al Monaliza. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
